Date,Unnamed: 2,Score,Unnamed: 4,Venue
10 Jan,Peru,0–3,Colombia,Chile
10 Jan,Chile,1–3,Venezuela,Chile
11 Jan,Colombia,3–2,Venezuela,Chile
11 Jan,Chile,3–1,Peru,Chile
12 Jan,Venezuela,3–0,Peru,Chile
12 Jan,Chile,3–1,Colombia,Chile
