Date,Unnamed: 2,Score,Unnamed: 4,Venue
7 Jan,Egypt,3–1,Algeria,Egypt
8 Jan,Cameroon,0–3,Tunisia,Egypt
9 Jan,Cameroon,0–3,Algeria,Egypt
9 Jan,Egypt,0–3,Tunisia,Egypt
10 Jan,Tunisia,3–1,Algeria,Egypt
11 Jan,Cameroon,0–3,Egypt,Egypt
