Date,Unnamed: 2,Score,Unnamed: 4,Venue
26 Aug,Argentina,3–0,Colombia,Brazil
26 Aug,Brazil,3–0,Peru,Brazil
27 Aug,Peru,1–3,Colombia,Brazil
27 Aug,Brazil,3–0,Chile,Brazil
28 Aug,Chile,0–3,Argentina,Brazil
28 Aug,Colombia,0–3,Brazil,Brazil
29 Aug,Peru,1–3,Argentina,Brazil
29 Aug,Colombia,3–2,Chile,Brazil
30 Aug,Chile,3–1,Peru,Brazil
30 Aug,Brazil,0–3,Argentina,Brazil
