Date,Unnamed: 2,Score,Unnamed: 4,Venue
3 Jun,Cuba,3–0,Dominican Republic,Cuba
3 Jun,Puerto Rico,2–3,Mexico,Cuba
4 Jun,Puerto Rico,2–3,Dominican Republic,Cuba
4 Jun,Mexico,0–3,Cuba,Cuba
5 Jun,Dominican Republic,3–2,Mexico,Cuba
5 Jun,Cuba,3–0,Puerto Rico,Cuba
